model,split,n,bad_rate,auc,gini,ks
logistic_raw,valid,61502,0.08072908198107379,0.745347976899905,0.4906959537998099,0.36406839670679886
logistic_raw,test,61503,0.08072776937710356,0.7519365225117334,0.5038730450234667,0.37345665653418775
lightgbm,valid,61502,0.08072908198107379,0.7599279004181614,0.5198558008363228,0.3850487273695999
lightgbm,test,61503,0.08072776937710356,0.7646137736521137,0.5292275473042274,0.39429305574124457
xgboost,valid,61502,0.08072908198107379,0.7611815046981237,0.5223630093962475,0.38906719571802845
xgboost,test,61503,0.08072776937710356,0.7660322387598612,0.5320644775197223,0.3913738630350905
logistic_woe,valid,61502,0.08072908198107379,0.7298707860768521,0.45974157215370415,0.342307046614805
logistic_woe,test,61503,0.08072776937710356,0.7338257576283836,0.4676515152567673,0.3428441839346828
