approval_rate_target,score_cutoff,approval_rate_actual,approved_bad_rate
0.6,603.0,0.6034339788303009,0.0366448414302266
0.7,586.0,0.70055119262475,0.04224109919695493
0.8,565.0,0.8013267645480708,0.050077104131158186
