feature,importance,importance_pct
APPLPREV_1__mainoccupationinc_437A__MEAN,0.0021768715,0.0021768715
CREDIT_BUREAU_B_2__pmts_date_1107D__MIN_GAP,0.002173886,0.002173886
TAX_REGISTRY_C_1__pmtamount_36A__MEAN,0.002164672,0.002164672
STATIC_CB_0__firstquarter_103L,0.0021384142,0.0021384142
DEBITCARD_1__last180dayaveragebalance_704A__MEAN,0.0021313438,0.0021313438
CREDIT_BUREAU_B_1__totalamount_503A__MEAN,0.0021215512,0.0021215512
CREDIT_BUREAU_B_1__credquantity_1099L__MEAN,0.0021198238,0.0021198238
TAX_REGISTRY_A_1__recorddate_4527225D__MAX_GAP,0.0020931282,0.0020931282
TAX_REGISTRY_C_1__processingdate_168D__MIN_GAP,0.002070308,0.002070308
TAX_REGISTRY_C_1__pmtamount_36A__MAX,0.0020503958,0.0020503958
DEBITCARD_1__last180dayturnover_1134A__MEAN,0.0020385052,0.0020385052
APPLPREV_2__cacccardblochreas_147M__NUNIQUE,0.0020317931,0.0020317931
DEBITCARD_1__openingdate_857D__MIN_GAP,0.002009089,0.002009089
DEPOSIT_1__openingdate_313D__MIN_GAP,0.0019850861,0.0019850861
CREDIT_BUREAU_B_1__installmentamount_833A__MAX,0.0019433335,0.0019433335
PERSON_2__addres_district_368M__NUNIQUE,0.0018991207,0.0018991207
PERSON_2__ROW_COUNT,0.0018796404,0.0018796404
APPLPREV_1__mainoccupationinc_437A__MAX,0.0018725966,0.0018725966
TAX_REGISTRY_A_1__name_4527232M__NUNIQUE,0.0018702719,0.0018702719
DEBITCARD_1__ROW_COUNT,0.0018627283,0.0018627283
missingindicator_PERSON_2__empls_employedfrom_796D__MAX_GAP,0.0018550829,0.0018550829
TAX_REGISTRY_C_1__employername_160M__NUNIQUE,0.0018255219,0.0018255219
CREDIT_BUREAU_B_1__totalamount_503A__MAX,0.001819531,0.001819531
PERSON_2__conts_role_79M__NUNIQUE,0.0017999114,0.0017999114
CREDIT_BUREAU_B_2__pmts_dpdvalue_108P__MEAN,0.0017569511,0.0017569511
DEBITCARD_1__openingdate_857D__MAX_GAP,0.001746166,0.001746166
PERSON_2__relatedpersons_role_762T__NUNIQUE,0.001738144,0.001738144
DEBITCARD_1__last180dayturnover_1134A__MAX,0.0017251245,0.0017251245
PERSON_2__addres_zip_823M__NUNIQUE,0.001671348,0.001671348
DEPOSIT_1__openingdate_313D__MAX_GAP,0.0016707712,0.0016707712
DEPOSIT_1__contractenddate_991D__MAX_GAP,0.0016310918,0.0016310918
DEPOSIT_1__ROW_COUNT,0.0015244087,0.0015244087
TAX_REGISTRY_A_1__recorddate_4527225D__MIN_GAP,0.0015062997,0.0015062997
missingindicator_APPLPREV_1__ROW_COUNT,0.0013966216,0.0013966216
PERSON_2__addres_role_871L__NUNIQUE,0.0012898347,0.0012898347
