feature,WEEK_NUM,iv,iv_cv
STATIC_0__annuity_780A,3,0.0046543626167188075,0.7615067855721935
STATIC_0__annuity_780A,4,0.010640009587257448,0.7615067855721935
STATIC_0__annuity_780A,5,0.0016330377672255818,0.7615067855721935
STATIC_0__annuity_780A,6,0.010812062690177015,0.7615067855721935
STATIC_0__annuity_780A,7,0.01744117355120611,0.7615067855721935
STATIC_0__annuity_780A,8,0.0008996348459993612,0.7615067855721935
STATIC_0__annuity_780A,9,0.00936348457846101,0.7615067855721935
STATIC_0__annuity_780A,10,0.008270694211694072,0.7615067855721935
STATIC_0__annuity_780A,11,0.004934856688192237,0.7615067855721935
STATIC_0__annuity_780A,12,0.01794662060631947,0.7615067855721935
STATIC_0__annuity_780A,13,0.01615337230273535,0.7615067855721935
STATIC_0__annuity_780A,14,0.024742994928520494,0.7615067855721935
STATIC_0__annuity_780A,15,0.011803052054785424,0.7615067855721935
STATIC_0__annuity_780A,16,0.019687234549602813,0.7615067855721935
STATIC_0__annuity_780A,17,0.0015836587570757007,0.7615067855721935
STATIC_0__annuity_780A,18,0.01610244393134998,0.7615067855721935
STATIC_0__annuity_780A,19,0.02770497742538804,0.7615067855721935
STATIC_0__annuity_780A,20,0.0056215956039811785,0.7615067855721935
STATIC_0__annuity_780A,21,0.003522455468227034,0.7615067855721935
STATIC_0__annuity_780A,22,0.013958569454652067,0.7615067855721935
STATIC_0__annuity_780A,23,0.021228801871273986,0.7615067855721935
STATIC_0__annuity_780A,24,0.008297756605564656,0.7615067855721935
STATIC_0__annuity_780A,25,0.005476208707130523,0.7615067855721935
STATIC_0__annuity_780A,26,0.0028254749714514337,0.7615067855721935
STATIC_0__annuity_780A,27,0.00285106113460748,0.7615067855721935
STATIC_0__annuity_780A,28,0.005277553391297997,0.7615067855721935
STATIC_0__annuity_780A,29,0.036555464769714344,0.7615067855721935
STATIC_0__annuity_780A,30,0.0034278828468137105,0.7615067855721935
STATIC_0__annuity_780A,31,0.009017185888772568,0.7615067855721935
STATIC_0__annuity_780A,32,0.009404572541838636,0.7615067855721935
STATIC_0__annuity_780A,33,0.017822860662267424,0.7615067855721935
STATIC_0__annuity_780A,34,0.017638113100907623,0.7615067855721935
STATIC_0__annuity_780A,35,0.013028059221863633,0.7615067855721935
STATIC_0__annuity_780A,36,0.009457430515912489,0.7615067855721935
STATIC_0__annuity_780A,37,0.010248228337544348,0.7615067855721935
STATIC_0__annuity_780A,38,0.0028106300753906145,0.7615067855721935
STATIC_0__annuity_780A,39,0.016093848778167823,0.7615067855721935
STATIC_0__annuity_780A,40,0.01408897702300083,0.7615067855721935
STATIC_0__annuity_780A,41,0.0020313626592197245,0.7615067855721935
STATIC_0__annuity_780A,42,0.007463310058947879,0.7615067855721935
STATIC_0__annuity_780A,43,0.014808226310050566,0.7615067855721935
STATIC_0__annuity_780A,44,0.007765310581053189,0.7615067855721935
STATIC_0__annuity_780A,45,0.04164527981688447,0.7615067855721935
STATIC_0__annuity_780A,46,0.008710223846084726,0.7615067855721935
STATIC_0__annuity_780A,47,0.03716199061404332,0.7615067855721935
STATIC_0__annuity_780A,48,0.03642118747398896,0.7615067855721935
STATIC_0__annuity_780A,49,0.03291682285468901,0.7615067855721935
STATIC_0__annuity_780A,50,0.024445630480561586,0.7615067855721935
STATIC_0__annuity_780A,51,0.03470667669481793,0.7615067855721935
STATIC_0__annuity_780A,52,0.02124481665849396,0.7615067855721935
STATIC_0__annuity_780A,53,0.03909679342191721,0.7615067855721935
STATIC_0__annuity_780A,54,0.033600450252972,0.7615067855721935
APPLPREV_1__creationdate_885D__MAX_GAP,0,0.072125450041061,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,1,0.04849083824853951,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,2,0.05188397990024278,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,3,0.03187751672330216,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,4,0.044856029684449635,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,5,0.04656968411518525,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,6,0.01087631515091198,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,7,0.0350024558561481,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,8,0.025029062649993557,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,9,0.02805091600458182,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,10,0.034936293877660715,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,11,0.09125798506936851,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,12,0.01587941572250132,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,13,0.03219279638485872,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,14,0.04279758747289774,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,15,0.043089776370672135,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,16,0.06030984177466728,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,17,0.05559568328520127,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,18,0.06089931300975703,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,19,0.03412203139104103,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,20,0.031607173811623264,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,21,0.034983176167613726,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,22,0.06416545448996538,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,23,0.06692359001844195,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,24,0.04560944372558638,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,25,0.025264534262926158,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,26,0.04554282661124075,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,27,0.04134736729403896,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,28,0.09640606362842212,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,29,0.04930296499053572,0.42693195295919395
APPLPREV_1__creationdate_885D__MAX_GAP,30,0.03868195326584781,0.42693195295919395
