approval_target,cutoff,approval_rate,approved_bad_rate
0.6,391.0,0.6569573876908702,0.012126746962699025
0.7,350.0,0.7471243453244486,0.014941681366999289
0.8,326.0,0.8251838009294549,0.0176642013861988
