target_approval_rate,score_cutoff,actual_approval_rate,approved_bad_rate
0.6,651.0,0.6007666666666667,0.015202796426787993
0.7,623.0,0.7053,0.02003875419443263
0.8,594.0,0.8037,0.02641947658744971
